일자,언론사,제목,통합 분류1,키워드,특성추출
1997-04-07,한겨레,"나우 비즈니스클럽-직장인이라면 꼭 들르세요(활용,데이터 베이스)",IT_과학-인터넷_SNS,"나우,비즈니스클럽,직장인,활용,데이터,베이스,직장인,직장인,정보,자료방,피시,통신,나우누리,개설,나우,비즈니스클럽,busiclub,회사,출근,퇴근,직장인들,이용,갖가지,정보,조목조목,직장인,세상,얘기,그날,언론보도,종합일간신문,경제신문,신문,기사,직장인,정치,사회,분야,사건,사고,경제소식,국제,흐름,정리,시작,업무,시작,잠깐,생활,영어,여유,업무중,기업,금융,소식,해외,경영,정보,비즈니스,전문,정보,도움,특허정보,산업동향,무역정보,정부,경제정책,정보들,경제,정책,정보,출장,직장인,출장,준비,철도,고속버스,항공편,예약,가능,직장인,문화생활,회식,여행,영화,비디오,감상,다수,문화정보들,마련,직장인,모임,자동차,모임,30대,모임,나우누리,개설,동호회들,연동,이곳저곳,정보,교환,대화방,대화실,마련,인터넷,검색,직장인,직장인,추천,인터넷,자료방,주소,목록,제공","직장인,나우누리,정보들,자료방,경제정책,직장인들,비즈니스클럽,종합일간신문,언론보도,항공편,종합일,고속버스,동호회,간신문,문화정보들,무역정보,업무중,동호회들,대화방,특허정보,경제신문,경제소식,busiclub,나우,대화실,산업동향,이곳저곳,문화생활,조목조목,30대,자동차,정보,경제"
1997-04-07,문화일보,지상중계-'재정위원때 YS 한달 한두번 만나'(한보 청문회),정치-국회_정당,"지상중계,재정위원때,YS,한보,청문회,핵심,질문,기억안,대선자금제공,자랑,홍인길,의원,부탁,은행,대출,김씨,하키,협회장,이신범,의원,한보사건,의혹,제기,난무,증인,진실,신한국당,의원,논의,당소속의원,총의,질문,증인,한보대출,정기,국회,국정,감사,한보,대출,국회,재경위,야당,의원,질문,걱정,정태수,자금부,직원,보고,의원,검찰,이야기,검찰,진술,이름,의원,정한용,의원,무마조,1억,권노갑,의원,전달,증인,권노갑,의원,질의무마조,임의,진술,재판계류중,이야기,의원,증인,가지,기록,핵심,접근,야당의원들,걱정,답변,우주,형성,사회,형성,한보,그동안,언론,음지,양지,음지,한보,그동안,노인,회관,기증,하키,양성,86아시안,게임,금메달,올림픽,은메달,베이징,북경,히로시마아시안게임,금메달,세계정상,의원,96년,하얏트호텔,로비,정재철의원,이름,국민회의,의원,걱정,정재철,권노갑,의원,재판,계류중,의원,해당의원,부탁,권의원,부탁,김대중총재,핵심측근,정재철,의원,20여년,친구,의원,야당의원들,증인,이원배,의원,4억,이의원,2억,2억,떡값,이야기,이외,야당총재,인사,김총재,부탁,의원,김총재,아들,축의금,의원,김대중,국민회의,총재,대선자금,자랑,의원,아태재단,10만,원짜리,쿠폰,판매,중단,부탁,의원,장재식,의원,의원,장의원,국세청,차장,증인,주사,장의원,국세청,근무,장의원,나중,주택은행장,사업,의원,사이,명절,인사,외면,인사,의원,단정적,기억,인사,의원,김종필씨,개인적,총리때,의원,김종필씨,자녀,주례부탁,의원,14대,국회때,자민련,정태영,의원,기억,정의원,당진,제철소,매립,자료,요청,김종필,총재,부탁,정의원,질의,부탁,정의원,직원,처리,의원,이희일,장관,동자부,한보경제연구원장,영입,김총재,부탁,원장,이동자부장관,광산일,이원장,국회동향,부탁,의원,김영삼,대통령,단독,하키협회회장,호주,올림픽,경기,노태우,대통령,김영삼,대통령,김대중,총재,참석,민자당,시절,김영삼,대통령,대표최고위원,재정,선거,특별,회비,개인적,선거때,자금,제공,의원,김현철,박태중,맹형규,신한국당,의원,건강,중풍,고혈압,당뇨,9가지,1차,진술,24명,정태수,리스트,이외,재판,얘기,정치인들,기억,사람들,재판,사람,얘기,중간전달자,사람,얘기,자민련,김용환,의원,옛날,정치자금,국민회의,김상현,의원,정치자금,전달,기억,신한국당,김덕룡,의원,김의원,간접적,정치자금,전달,기억,사람,기억,기억,사실,차이,사람,기억,얼마,회사직원,기억,액수,기억,부탁,정치인,정치자금,육필,3백,한보리스트,평소,관리자,명단,작성,추석,명절,선물,명단,작성,홍인길,의원,배후,홍의원,부탁,은행장,홍의원,하늘,대출,부탁,구성,요건,사업주,사업성,담보물,충족,사업,적기,대출,홍의원,부탁,효과적,효과적,김현철씨,아들,김씨,아들,학교관계,친구,아들,청탁,김씨,청탁,장지동,한보창고,김씨,대량,발견,구입,지시,심실장,비서실장,출판사,연락,사주,지시,김대중,국민회의,총재,대선자금,거절,세무공무원등,공직생활,경험,경제질서,문란,느낌,불찰,부도,기업,생명,국민경제,충격,의원,조순형,국민회의,국민들,대출,대출,사용,은행,제2금융,5조,1조,6조,투입,실투자,3조,4조,원등,1조,정도,1조,정도,차이,금리,12%정도,연금리,이자지출,원정도,유용,민정당,재정위원,정보근회장,신한국당,재정,위원,정치헌금,장부,기억,대선때,얼마,대선,재정위원들,10억,정도,할당,이외,증인,대선,다음날,김영삼,대통령,당선,산업은행,대출,결정,추진,지시,시점,1천,달러,대출신청,12월,한보철강,각서,결정,대선,자금,제공,대가,김영삼정권,비호,시작,판단,생각,시설,요청,적정,대출,의원,이인구,자민련,증권거래소,조승만씨,의원,소개,증권,관리,이사,서울,컨트리,클럽,한보,금융특혜,현장,파티,증인,청와대,연결,역할,의혹,사람,하청업자,소개,1천억,정도,사업,청와대,운운","한보,신한국당,국민회의,김영삼,김씨,자민련,1조,김대중,장의원,김종필,정치자금,정재철,야당의원들,홍의원,정의원,김총재,그동안,청와대,정태수,김현철,권노갑,정치인,아시안,금메달,은메달,동자부"
1997-04-07,서울신문,88년 여소야대 청문회제도 첫 도입,정치-행정_자치,"청문회제도,여소야대,청문회,제도,구치소,한보,TV,헌정,사상,생중계,청문회,국회,5공,청문회,광주청문회,언론청문회,구속,수감,증인들,상대,구치소,청문회,한보청문회,여소야대,국회,여야,국회법,개정,청문회,제도,청문회,5공,청문회,국회,본관,호실,TV,생중계,일해재단,설립,비리,5공하,정치권력,비리,제기,장세동,안기부장,정주영,현대그룹,27명,증인,신문,5공,청문회,9차례,청문회,장씨,정회장,대질신문,이듬해,청문회,김철호,명성그룹회장,포승줄,증언대,광주청문회,특위,명칭,갈등,5공,청문회,보름,김대중,평민당총재,김대중,평민당,총재,이희성,육참총장,증언,시발,17차례,증인,67명,청문회,밤샘,5차례,최장기록,청문회,사상,88년,11월,상오,11월,상오,신한국당,이신범,서울,강서,의원,광주청문회,증인,광주,청문회,신분,특위위원,자리","청문회,생중계,광주청문회,한보,5공,김대중,여소야대,일해재단,이듬해,구치소,광주,육참총장,이희성,안기부장,서울,이신범,정주영,장세동,강서,대질신문,신한국당,현대그룹,정회장,17차례,명성그룹회장,포승줄"
1997-04-07,KBS,한보사건비리 청문회 열린 서울구치소 안팎 표정,사회-사건_사고,"한보,사건,비리,청문회,표정,서울구치소,안팎,류근찬,앵커,청문회,서울구치소,안팎,표정,정창준,정창준,국민,관심,의식,청문회장,특위,위원,표정,경찰,중대,병력,경비,투입,출입자들,신분확인,평소,강화,수인,하늘색,수의,운동화,착용,정태수,20여명,교도관,청문회장,청문회,무게,부담,식사,모습,긴장,표정,불성실,답변,의원들,불만,폭발,준비,질문공세,삼삼오오,점심,도시락,점심시간,30분,청문회,준비,의원들,의지,결과,KBS,방송사,청문회,생중계,한마디,한마디,언론사,취재경쟁,답변,장본인,시종일관,국민,의혹,총회장,정태수,한보그룹,재판중,사건,진술,거부,정창준","청문회,한마디,정태수,청문회장,정창준,한보그룹,시종일관,의원들,서울구치소,신분확인,출입자,출입자들,하늘색,삼삼오오,취재경쟁,운동화,점심시간,언론사,재판중,방송사,질문공세,교도관,20여명,류근찬,총회장,장본인,생중계,불성실,한보,kbs,표정,사건,답변,국민,준비,특위,경찰,의원"
1997-04-07,문화일보,(신문의날) 특집 한상진­방정배 교수 대담,국제-아시아,"신문의날,특집,한상진,방정배,교수,대담,신문,공론장,미흡,소홀,권력,감시,비리,예방,속보,심층,강화,사회,분야,사건들,사회,구조,모순,것들,평소,언론,지적,비판,지적,시민들,목소리,여론,반영,공론장,신문,공론장,한국,신문,현실,언론학자,교수,방정배,성균관대,사회학자,교수,한상진,서울대,대담,편집자,방정배,언론,가지,사회,일들,사실적,객관적,사회,주장,의견,여론,형성,정치권력,경제권력,권력,비리,사회,부패,감시,폭로,언론,사람들,이야기,전달,공론장,권력,감시체제,작동,의미,민주사회,권력,견제장치,횡포,독일,최고,총리,견제세력,감사원,의회,언론,언론,국가기관,헌법,자유,권력,감시,보장,제도,견제,장치,언론,사회문제들,제때,비판,오늘날,대형사건들,사전,방지,공론장,전제,신문,숙제,논의,한상진,사회,특징,근대화,가능,잠재력,동시,병폐들,사회,잠재,시사,가치파괴현상,범죄,증가,부실,공포,부정부패,위험,사회,risky,society,현상들,언론,체계적,접근,언론,독자들,전망,현상들,한편,비판,한편,공론장,건전,토론,처방,대형사고들,구조,모순,결과,일들,평소,문제들,지적,비판,평소,시민,불만,언론,불성실,지적,언론,수행,세력,생각,성역,증거,1년,대통령,가족,왕조시대,존재,신문,표어,언론,뿌리,신문,권력,의미,근래,언론,권력,압력,네트워크,언론,권력,권력,영향력,행사,생각,문민정부,개혁,개혁,무풍지대,언론,개혁,시도,세무조사,투명,언론,압력,행사,투명,개혁,실패,언론,기회주의적,문민정부초기,정부,보호,대통령,성역,거대기업,성장,오늘날,언론,성장과정,언론,자신,자유,속박,대형사건들,상승,작용,결과,성역,대통령,여론,신경,언론,여론,자유,전달,대형사건들,불씨들,사전,포착,언론,보도,사건,사회,현안들,언론,보도,자신,권력,형성,언론학,하이에나,저널리즘,꼬리,언론,반성,대목,기회주의,공익,언론,상업주의,기사,상품,언론,상업주의,언론,기업화,기업,이익,추구,언론,역할,영향,편집권,보장,중요,서구,편집권,보장,편집,강령,우리나라,윤리,구호,보장,제도,위반,처벌,전직대통령,법정,정도,한국,민주화,인상적,민주주의,실생활,연결,언론,공론장,수행,목소리,공론,등장,정치,목소리들,타협,수렴,여론,사회,공통,목소리,창출,언론,언론,자신,비판,지적,헌법,보장,언론,자유,언론기업,자유,언론인,자유,포함,요즘,언론인,언론기업,종업원의식,공인의식,언론인,자신,뿌리,부정,상업저널리즘,언론,지적,언론사내,의사결정구조,개방,중요,사회,공론,언론,내부,공론구조,언론,기업,성격,중요,현실,신문들,신문,신문,신문,본래,성격,간과,신문,속성,심층성,방송,신문,본질,승부,고급지,출현,실정,시대,감각,영상,정보,요구,사실,신문,공론장,생각,공론장,사실,근거,합리적,논리,토론,전제,영상문화,사회,감각적,사회,영상시대,신문,역할,중요,신문,시민사회,마지막,보루,공론장,모순,표현화,문제제기,공론장,Public,Sphere,사람들,이야기,공공,토론장,의미,사회학자,위르겐,하버마스,저서,공론장,구조,변형,본격적,논의,시작,공론장,커뮤니케이션,발달,성격,언론학자들,구조,모순,표면화,문제제기,언론,공론장,하버마스,사회집단,논쟁들,정치적,해결,토대,공론장개념,전파매체,등장,공론장이론,벨기에,미디어사회학자,한스,베르스트라텐,식자계층,매체,신문,라디오,텔레비전,보통사람들,접근,대중공론장,시대,주장,인터넷,공론장,변화,미디어들,일방적,정보,생산,인터넷,쌍방향,특성,수용자,능동적,정보,생산,측면,마크,포스트,자크,데리다,보드리야르,서구학자들,인터넷,사이버민주주의,공론장,형성,주장,정리","공론장,한상진,사회학자,방정배,언론인,기회주의,민주주의,심층성,문민정부,하버마스,대형사건들,한국,견제장치,감각적,일들,현상들,문제제기,편집권,사람들,네트워크,서울대,성균관대,시민들,언론기업"
1997-04-07,매일신문,'정치자금 줬나' '모른다...기억없다',정치-국회_정당,"정치자금,기억,한보,청문회,紙上,중계,정치자금,기억,대선,대통령,만난,올림픽,의원,깃털론,배후,賞出,부탁,하늘,국회,한보,국정,조사,특위,7일,9시,서울구치소,한보그룹,정태수,총회장,증인,출석,진상규명,한보,사태,진상,규명,청문회,시작,이날,청문회,여야,특위,위원,20분,일문일답식,진행,일문일답,요지,이신범의원,신한국당,96년,10월,정기,국회,국정,감사,야당의원들,공동,한보그룹대출,자료요청,한보그룹,대출,자료,요청,걱정,자금부,직원,보고,정재철의원,무마,정재철의원,4명,국민회의,의원,이름,기억,사건,재판,계류,얘기,검찰,진술,진술,이름,강제,진술,임의,진술,얘기,정재철의원,권노갑의원,국민회의,재경,위원,김민석,이상수,정세균,정한용,의원,무마,재판계류중,얘기,정재철의원,진술,하얏트호텔,로비,국민회의,권노갑,의원,국민회의,의원,이름,메모지,정회장,걱정,권의원,정재철,권노갑,의원,재판중,입장,해당의원들,권노갑의원,로비대상,선택,권노갑의원,김대중총재,측근,정재철의원,20년,친구,상의,야당,실세,부탁,선거때,상의,사람,기억,권의원,것외,총재,인사치레,아들,결혼식,축의금,대선때,정치인,도움,김총재,대선때,정치인들,자금,사람,사람,자유,장재식의원,국세청,장의원,주택은행장,주택,건설,주택은행,거래,김종필총재,60년대,친분,총리때,부탁,아들,주례,김총재,주례,국회,자민련,정태영,의원,한보철강,매립,계획,자료,요청,결국,질의,김종필총재,질의,무마,정태영의원,직원들,처리,자신,당진제철소,당진군,농지전용허가,환경영향평가,부정적,심대평충남지사,환경,직원들,대선이전,대선,김영삼,대통령,김대통령,하키협회회장,88년,올림픽,호주,결승전,노태우,대통령,김영삼,김대중,총재,3당,합당후,김대통령,여당대표,민자당,재정위원,회사,재정위원,월회비,선거때,특별회비,대표위원,재정,위원,회식,사람,상례,김대통령,검찰,정치인들,후원금,제공,진술,자신,재판,얘기,맹형규의원,신한국당,검찰총장,한보리스트,존재,사실,확인,언론,24명,의원,명단,공개,이외,사람,재판,상황,얘기,한보리스트,포함,의원,정치인,기억,재판,상황,얘기,사람,리스트,얘기,자민련,김용환,총장,옛날,사이,국민회의,김상현,의원,정치자금,기억,신한국당,김덕룡,의원,신한국당,홍인길,의원,검찰,깃털론,제기,배후,홍의원,부탁,은행장들,대출,홍의원,하늘,홍의원,배후,대출,부탁,사업주,사업성,담보물,구성,요건,충족,대출,적기,대출,홍의원,부탁,조순형의원,국민회의,한보철강,얼마,대출,은행,제2금융,화이낸싱,신용,금고,5조,5조,목적,검찰조사,1조,한보,비서실,자료,1조,실투자비,차이,관장,직원들,부분적,은행,대출,자금,6조,투입,실투자,3조,4조,이자,지출,증인,민정당,재정,위원,정보근,신한국당,재정,위원,특별,자금,제공,장부,기억,대선,얼마,헌금,선거때,재정위원,10억,1백,대선전,당좌대월,대선자금,대선후,12월,산업은행,대출준비,추진,대출,얘기,직원들,요건,구성,대선자금,대가,거액대출,생각,시설요청,적정,대출,김명윤의원,홍인길의원,소개,소개,김영삼대통령,대선자금,공식적,이외,정태수리스트,검찰,진술,재판중,사건,진술,거부,증인,관계로비,악명,현찰,총선,6차례,33억,인출,기억,나이,결재,기억,한보철강,한보그룹,비호,실세,이외,담보,사업성,대출,확보,적기,취지,홍인길의원,부탁,사진,서울구치소,청문회,국회,한보,특위,정태수,한보,총회장,증인,출석,의원들,질문,답변","국민회의,한보,신한국당,청문회,한보철강,김대통령,자민련,한보그룹,정치인,김총재,1조,재정위원,직원들,5조,정태수,김영삼,서울구치소,정재철의원,정태영의원,권노갑의원,정재철,한보리스트,대선자금,紙上,축의금,권의원,홍인길의원"
1997-04-07,부산일보,公私구분없는 사회...김중섭 경상대교수,정치-청와대,"公私,구분,사회,김중섭,경상대교수,요즈음,나라,한보,금융,부정,대출,의혹,정경,유착,김현철씨,국정,개입,의혹,사건,탄식,적정,요건,회사,5조,은행,중소기업,부도,이야기,한보,재주,인연,한보,김현철,이름,등장,대통령,아들,공식적,직책,국정,개입,의혹,주변,사람,보도,중등학교,친구,대선,대학,교수,계보,공직자들,대통령,아들,직책,전근대적,행태,수년,지속,언론,보도,보통,사람,제1공화국,가짜,대통령,아들,소동,오래전,이야기,제5공화국,공화국,대통령,동생,소동,국정,문란,엊그제,대통령,가족,공직,60년대,미국,희망,케네디,대통령,능력,케네디,동생,로버트,법무장관,과문,케네디,대통령,족벌정치,비난,이야기,국민,경악,일들,일들,한국,사회,근본적,생각,사회,중요,인연,집안,사람,혈연,고향,지연,학교,학연,중요,작용,인간,공사구분,실종,평소,합리적,사람,행동,인간,듯이,돌변,집안,어른,부탁,부적격자,고향,사람,선배,시늉,풍토,사회,한보,김현철,사건,사회,풍토,대통령,가족,사적,공적,고향,사람,학교,선후배,부탁,공적,지침,업무,처리,실종,경계선,상황,부패,사슬,기승,공사,구분,실종,현상,대기업,고위층,인사들,사회,전반,사실,지역,사회,처리,사람,정도,개인,판단,요구,갖가지,선거,투표,행위,학연,지연,혈연,작용,지경,인연,진력,인맥,사회,혼란,악순환,연속,풍토,개선,비리,근절,요원,전근대,사회,근대,사회,구분,합리적,규정,절차,존재,여부,공적,처리,납득,합리,절차,규정,처리,전근대,사회,근대,사회,공사,구분,오늘날,사회,현대,문명,이기,전근대적,사회,공사,구분,사회풍토,한보,김현철,사건,지적,필자,약력,연세대,영국,헐대,졸업,사회학박사,논저,형평,운동,일제,식민,통치,기든스,주민,교육,운동,안토니,정치사회이론,역서","한보,케네디,전근대,김현철,연세대,안토니,공화국,제5공화국,일들,기든스,로버트"
1997-04-07,한국일보,오늘은 ‘신문의 날’ 언론에 바란다:Ⅰ,사회-미디어,"신문,언론,사회,발달,신문,역할,증대,신문,국민,권리,명제,보도,영역,확대,90년대,경쟁적,증면,독자들,깊이,정보,제공,노력,과정서,인권,침해,오보,역기능,증가,신문,비판,목소리,사실,한국일보,신문,7일,반성,마련,각계,충고,신문,보도,피해자들,분노찬,고발,주장,편집자,조순,서울시장,매너리즘,탈피,가치창출,오늘날,언론,막강,제4부,언론,영향력,행정,입법,사법,3부,손색,언론,민주주의,증좌,의미,환영,언론,상대적,세력,횡포,비판,견제,수행,스스로,몸집,지난날,순수성,용기,상실,시류,영합,안일,사회,목탁,위험,액튼,Acton,John,권력,부패,절대권력,절대적,부패,언론,진리,예외,부패,견제세력,선진국,언론,막강,견제세력,일반국민,감시,비판,지성인,지도력,사회,국민,견제기능,발동,언론,영향력,증대,역기능,소지,시점,우리나라,언론,본래,소명,자정,자성,노력,사회,정치,경제,분야,우리나라,3류국가,전락,위기,남북,갈등,모순,경제,어려움,국가,운명,진로,모색,시점,언론,사항,자문자답,언론,전형적,신속성,정확성,공정성,자성,신속성,언론사,노력,발달,획기적,개선,정확성,공정성,비례,개선,언론,물음,추호,부끄럼,시대,당면,문제해결,언론,부과,사명,오늘날,사회,정치,도덕,타락,지도자,리더십,부재,남북문제,경제위기,요약,국민,투명,사회,요구,고착,정경유착,개혁,정치권,도덕성,국가위기,해결,합리,지성,민주,리더십,독단,오만,리더십,착각,경제문제,본질,경쟁력,저하,경쟁력,구호차원,현실성,대책,제시,민족,사활,통일문제,외교,안보,영역,민족,장래,성숙,시야,미래사회,준비,철저,20세기,대중,시대,세기,미래,소중,시대,소중,정보화,시대,독특,개성,집단,언론,시대,흐름,성찰,시대,욕구,바람,충족,문화,풍향,국민,1582년,이율곡,임금,정치,공론,혼란,정란어부,신문,유언비어,부의,난무,사회,갈피,언론,직필정론,부의,일소,사회,중심,언론,지난날,매너리즘,탈피,가치창출,교수,이재경,이화여대,신문방송학,보도전,노력,객관,검증,신문,결국,사람,이야기,대통령,도둑,강도,하루,신문,등장,사람,본인,200명,하루,200건,기사,계산,바탕,생각,숫자,취재원,사람,복수,숫자,만큼,신문사,감안,우리나라,신문,사람,신문,스스로,모습,만족,신문,신문,중요,원자재,사람,취급,기사,피해,사람들,법률,대응,강화,신문,취재태도,과거,조심,인격권,사생활,배려,사실,발견,사례,등교길,점포,학교,부근,아이,여학생,신문,차이,기사,사람,학생,신원,여학생,자살,기도,결과,신문,훼리호,서해,침몰,선장,명예,파괴,신문들,승객들,사망,선장,생존,기사,게재,시작,선장,육지도피,행로,추정기사,중국,기사,확인,시신,발견,신문,사설,반성문,한보사태,정치,사람들,관련기사,폭주,조심,보도행태,발견,대표적,풍설,검증,일반,주장,지면,관행,기사,취재원,기사,대상,사람,타격,한보,기사,대개,유형,김현철씨,인사들,김현철,인사,기사,마녀사냥,전형,기사,비난,대상,본인,방어논리,포함,극단적,기사,사실,기록,생략,사실,왜곡,변질,단순화,취재,신중,철저,검증,필수적,선진국,삼각확인,Triangulation,취재보도,철칙,쌍방,입장,확인,제3,객관,평가,취재,미국,지역,신문,기사,기사,등장,취재원들,전화,해당부분,본인,확인,요구,신문,분야,관행,개선,노력,전직,언론인,언론,윤인걸,현대정공,홍보실장,자유,신장,눈치,방송사,기자생활,시작,언론,기업체,언론,자유,생각,일체,외부,권력,자유,언론,사실보도,의무,피해,국민,70,,언론,자유,권력,세력,정도,통제,억압,기자들,본의,각본,기사,작성,보도,취재,기사,위협,증발,언론,상황,상전벽해,외부권력,간섭,통제,기자들,기사,시대,언론,자유,구가,심정,권력,직접적,노골적,통제,언론,정권,유지,확대,생산,언론,활용,권력,자유,강자,고요,눈치,보도관행,상징적,언론사간,과당,출혈,경쟁,한건주의,풍조,독재시절,권력,스스로,속박,언론사,자유,시장,체제,경쟁논리,언론,정도,경쟁,구조적,장기적,대안,제시,단기적,현상적,사건보도,비판,요즘,언론,종사,사람들,사고,의식,건전,건강,건전,상식,사명감,외부권력,자유,언론,국민,권리,세계화,시대,국가이익,대변,언론,창출,신문,전직언론인,바람,PC통신,부정,언론,부정확,추측보도,선정편집,불만,천리안,하이텔,유니텔,나우누리,PC,통신,언론,부정,측면,기사,추측,보도,외설,선정성,왜곡,편집방향,부도덕성,구분,PC,통신인,불만,기사,부정확성,하이텔,최인호,ch5500,인터뷰후,사실,보도,졸업,취업,흥분,김진석,하이텔,jin6647,우체국,CD롬,기사내용,허탕,사연,기사,시민들,헛걸음,하소연,추측,보도,비난,소리,발생,강릉,무장,공비,사건,보도,신문,TV,작전통,북한,전문,전쟁,추리,소설가,천리안,JEAN3896,신강재,하이텔,FLS1,김경호,일가,귀순,보도,언론,태도,임의적,추측보도,관심,몸부림,처절,언론,선정성,예외,학생들,지하철안,천리안,ASDLKM,해외토픽,사진,천리안,PRO2222,편집방향,불만,대표적,사례,발생,연세대사태,언론,한총련,일방,매도,중단,천리안,SKYY,비난,신용석,천리안,SWOW,사회면,해외,소비,관광,비난,기사,여행면,스키장,해외,기사,신문,모순,편집방향,지적,언론,피해,구제,현황,5년,피해,구제,54.5%,중재신청,피해구제율,5년,평균,54.5%,절반,556건,중재,신청,중재,처리,결과,언론기관,정정,반론,추후보도,피해,구제,사례,281건,50.5%,중재신청,대상,언론기관,매체별,방송,중앙,종합,일간지,지방,종합,일간지,차지,지역주간신문,신청인,언론기관,합의율,평균,23.2%,매체별,통신,33.3%,주간신문,31.1%,지방종합일간지,27.8%,잡지,26.1%,평균,중앙종합일간지,18.7%,방송,12.5%,현황,언론,중재,신청,81년,12배,언론중재위원회,공식적,피해호소,자구노력,언론중재위,중재,신청,처리,시정,권고,현황,언론,중재위,발족,이래,3,358건,신청,3,253건,중재,53.6%,1,742건,합의,반론,정정,추후보도,구제,96년,556건,접수,발족,첫해,81년,44건,91년,220건,12.6배,언론중재위,인지도,사회,민주,국민,언론피해,능동적,대처","천리안,하이텔,언론사,우리나라,일간지,중앙종합일간지,취재원,556건,역기능,여학생,중재위,지방종합일간지,선진국,한보,편집방향,기자들,언론피해,언론중재위,언론기관,사람들,피해구제율,경쟁력,pc,강릉,방송사,인사들"
1997-04-07,경향신문,13대때 첫도입 ‘5공 비리’ 다뤄-청문회 소사,정치-국회_정당,"13대,비리,청문회,소사,광주,특위,전씨,증인,참고인,초선들,스타,맹활약,청문회,탄생도청문회,국회,특정사안,조사과정,이해관계인,사건관련자들,증인,참고인,출석,진술,제도,공개,원칙,TV,생중계,가능,청문회,국회,특위구성,효율적,국정조사활동,대명사,헌정사,청문회,여소야대,정국,88년,13대,국회,한보청문회,88년,5공,청문회,9년,TV,생중계,진행,서울구치소,수감중,재소자,상대,TV,생중계,헌정사상,청문회,시대,5공,청문회,5공,비리,일해,재단,비리,광주,항쟁,진상,규명,언론통폐합,3개,사안관련,청문회,통칭,5공,비리특위,청문회,청문회,기록,제3당,통일민주당,초선,의원,맹활약,청문회스타,신조어,구치소,수감중,회장,명성그룹,김철호,국회,증언,언론,무더기,해직,사태,청문회,12월,광주,특위,청문회,백담사,전두환,대통령,증언대,5공,핵심인물,김대중,김대중,평민당,총재,81명,증인,참고인,역사,무대,청문회,증인,위증,증언거부,폭언,증언,감정법,위반,행위,처벌","청문회,5공,광주,맹활약,생중계,김대중,참고인,헌정사,통일민주당,tv,수감중,명성그룹,평민당,김철호,13대,국정조사활동,사건관련자들,3개,서울구치소,이해관계인,전두환,구치소,언론통폐합,제3당,사안관련,감정법,여소야대,신조어,대명사,관련자,증언거부,조사과정,헌정사상,증언대,특정사안"
1997-04-07,경인일보,"폭탄증언 혹시나 ,,, 역시나",정치-국회_정당,"폭탄증언,폭탄증언,한보tv청문회,정치흥정우려,의혹,한보,사건,국회,국정,조사,시작,정태수한보,총회장,긴장,모습,청문회장,TV,경인지역,시민들,긴장,모습,화면,수원역,시외버스터미널,설치,대형,TV,시민들,발걸음,만큼,진실,청문회,관심,시민들,청문회,정경,유착,비리,한보사건,실체,여야지도부,국회의원,다수,사건,연루,감안,청문회,자체,모습들,예정,20분,정도,교도관들,호위,청문회장,정총회장,증인선서,모습,재산압류,지난달,재산,압류,아들,보근,구속,심경,변화,정치권,비상상태,정총회장,청문회,시작,의원,질문,기억,면피,대답,일관,정총회장,언론,한보,음지쪽,집중보도,한보,홍보,여유,경기,인천지역,시민들,헌정사상,TV,생중계,옥중,청문회,TV앞,정총회장,자물통,정총회장,부인,대답,실망감,주부,한영희,정태수리스트,망라,정치,이산가,단서들,청문회,정치,흥정,국가,난국,한보사건,만큼,여야,의원,국가적,차원,한보의혹,7일,서울구치소,한보사건,국회청문회,정태수,한보그룹,총회장,특위위원,참석","tv,청문회,한보,정총회장,만큼,정치권,총회장,시민들,한보사건,이산가,청문회장,정태수,헌정사,시외버스,교도관들,시외버스터미널,정태수리스트,인천지역,보근,한영희,교도관,수원역,집중보도,폭탄증언,인천,국회의원,특위위원,경인,실망감,재산압류,헌정사상,정태수한보,지도부,경인지역,수리스트,한보그룹,여야지도부"
1997-04-07,경인일보,(鄭泰守 리스트)與野 20명확인,정치-국회_정당,"鄭泰守,리스트,與野,20명,확인,鄭泰守,리스트,與野,20명,확인,檢察,대가성,사법처리,정태수,한보그룹,총회장,정계,인사,명단,정태수리스트,정치인,광역,단체장,확인,한보,특혜,대출,비리,사건,수사중,대검중수부,부장,심재륜,검사장,7일,수사당시,정총회장,4,11총선,지방선거,지방,선거,정치인,과영ㄱ단체장,20여명,제공,진술,검찰,관계자,정총회장,정치인,영향력,1인,3억,5억,원씩,3천만,5천만,원씩,소속당별,신한국당,국민회의,자민련,20여명,심중수부장,이날,언론,보도,리스트,사람,사람,구체적,확인,거부,정태수,리스트,구속,정재철의원외,홍인길,황병태,정재철,의원,김정수의원,신한국당,김덕룡,박명환,박우병,박성범,박종웅,김정수,의원,포함,국민회의,김상현,김원길,장재식,정한용,의원,구속,권노갑의원,자민력,김용환,김현욱,의원,광역단체장,문정수부산시장,신한국당,소속,2명,거론,정치인,김원길,의원,한보국조특위위원,활동,장재식의원,지난달,멕시코,출국,귀국,리스트,거론,정치인들,정씨,후원금,결백,주장,검찰,그라,정치인중,여야,중진,규모,단순,정치자금,액수,한보,특혜,대출,한보정책지원,간여,가능성,판단,성격,조사,대가성,사법,방침","정치인,신한국당,한보,원씩,정씨,20여명,정태수,국민회의,장재식,단체장,정총회장,정치인중,김원길,멕시코,김용환,대가성,박종웅,황병태,자민련,홍인길,김상현,정치자금,검사장,가능성,심재륜,지방선거,박우병,박명환,3억,총회장,1인"
